path,status,notes
database\migrations\2026_04_05_100002_alter_executors_phase1_alignment.php,PENDING_REVIEW,queued for manual review
database\migrations\2026_04_05_100001_alter_service_jobs_phase1_alignment.php,PENDING_REVIEW,queued for manual review
database\migrations\2026_04_05_000002_create_job_timelines_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2026_04_05_000001_create_operations_core_tables.php,PENDING_REVIEW,queued for manual review
database\migrations\2026_03_31_150000_create_agency_agent_module_assignments_and_event_logs.php,PENDING_REVIEW,queued for manual review
database\migrations\2026_03_31_131100_create_pricing_rule_logistics_scopes_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2026_03_31_131000_add_logistics_extension_to_service_types_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2026_03_31_130900_create_delivery_notifications_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2026_03_31_130800_create_inventory_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2026_03_31_130700_create_tracking_events_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2026_03_31_130600_create_parcels_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2026_03_31_130500_create_shipments_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2026_03_31_130400_create_delivery_routes_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2026_03_31_130300_create_warehouse_zones_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2026_03_31_130200_create_delivery_personnel_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2026_03_31_130100_create_warehouses_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2026_03_31_130000_create_customer_addresses_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2026_03_31_120000_create_classified_ad_favorites_table_if_missing.php,PENDING_REVIEW,queued for manual review
database\migrations\2026_03_31_000005_create_messages_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2026_03_31_000004_create_tasks_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2026_03_31_000003_create_agents_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2026_03_31_000002_create_office_zones_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2026_03_31_000001_create_categories_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2026_03_30_213700_create_shops_table_sqlite_safe.php,PENDING_REVIEW,queued for manual review
database\migrations\2026_03_30_000002_add_indexes_to_assistant_conversations_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2026_03_30_000001_add_deleted_at_to_orders_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_15_103000_add_metadata_to_webhook_logs.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_15_003000_add_webhook_logs_columns.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_14_192538_create_webhook_logs_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_14_150100_create_partner_settings_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_14_150000_add_multitenancy_to_partners.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_14_102907_create_loyalty_transactions_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_14_102907_create_loyalty_balances_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_14_102559_create_health_tables.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_14_000005_create_oauth_providers_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_14_000004_create_api_keys_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_14_000003_create_admin_ip_rules_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_14_000002_create_audit_logs_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_14_000001_create_user_two_factor_settings_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_14_000000_add_postgis_geometry_to_geo_zones.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_13_233000_create_permissions_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_13_232212_create_delivery_zones_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_13_222619_add_batch_uuid_column_to_activity_log_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_13_222618_add_event_column_to_activity_log_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_13_222617_create_activity_log_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_09_000001_add_views_count_to_ads.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_08_100000_add_soft_deletes_to_orders_tasks.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_08_000001_create_ad_imports_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_07_000001_create_shops_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_05_000001_create_ad_messages_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_04_000001_add_promotion_fields_to_classified_ads.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_02_000001_add_moderation_reason_to_classified_ads.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_01_000004_create_ad_payments_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_01_000003_create_classified_ads_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_01_000002_create_ad_features_and_pivot_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_12_01_000001_create_ad_categories_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_30_143536_update_ad_images_table_structure.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_30_134337_create_ad_images_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_30_032600_create_classified_ad_bumps_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_30_032500_create_classified_ad_favorites_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_28_131411_add_columns_to_work_specifications_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_22_173520_create_assistant_messages_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_22_173510_create_assistant_conversations_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_22_160722_change_support_tickets_id_to_uuid.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_22_155836_add_number_column_to_support_tickets_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_21_191120_make_description_nullable_in_errand_tasks_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_21_185908_add_kassal_id_to_retail_stores_and_products_tables.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_21_184338_make_geo_zones_center_nullable.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_21_183344_create_routes_cache_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_21_183339_create_geo_zone_rules_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_21_183334_create_geo_zones_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_21_145102_create_price_estimate_logs_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_21_134838_update_pricing_rules_for_dynamic_engine.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_21_133518_add_catalog_attributes_to_products_and_services.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_21_130049_add_fields_to_errand_tasks_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_20_140135_add_handyman_fields_to_repair_projects_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_19_191337_add_homepage_performance_indexes.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_19_190000_add_homepage_performance_indexes.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_19_180000_alter_pricing_rules_add_delivery_fields.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_19_170000_add_delivery_performance_indexes.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_19_121000_add_tracking_token_to_delivery_orders_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_19_091713_add_delivery_capabilities_to_restaurants_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_19_091700_add_delivery_fields_to_restaurants_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_19_091645_add_delivery_capabilities_to_retail_stores_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_19_091635_add_delivery_fields_to_retail_stores_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_19_002427_change_grocery_orders_store_id_to_retail_stores.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_18_221428_create_errand_order_details_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_18_174020_create_errand_tasks_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_18_163203_create_claim_messages_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_18_163201_add_sla_fields_to_claims_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_18_125633_create_order_reviews_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_18_125620_create_handyman_kpi_snapshots_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_18_090125_add_overall_progress_to_repair_projects_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_18_085855_create_repair_media_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_18_085848_create_repair_updates_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_17_225244_add_last_active_at_to_executor_profiles_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_17_195119_add_desired_times_to_handyman_order_details_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_17_192958_create_handyman_assignments_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_17_175828_add_slug_to_handyman_services_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_17_175541_create_handyman_order_details_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_17_151600_create_claims_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_17_151500_create_work_warranties_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_17_151400_create_handyman_materials_entries_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_17_151300_create_repair_team_members_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_17_151200_create_repair_stages_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_17_151100_create_repair_projects_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_17_151000_alter_handyman_services_add_pricing_and_skills.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_17_143501_create_payment_transactions_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_17_134923_create_notification_feeds_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_17_130000_add_eid_fields_to_users_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_17_125432_create_user_sessions_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_17_125432_create_account_user_sessions_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_17_125424_add_security_fields_to_users_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_17_110000_add_service_type_to_orders_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_17_020000_add_indexes_for_social_care_analytics.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_17_018000_create_community_points_transactions_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_17_017000_create_community_points_balances_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_17_016000_create_visit_reports_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_17_015500_add_care_status_to_care_order_details_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_17_015000_create_care_order_details_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_17_014000_create_care_plans_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_17_011000_create_care_services_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_16_232418_create_social_care_notification_settings_table.php,PENDING_REVIEW,queued for manual review
database\migrations\2025_11_16_232414_create_social_care_emergency_events_table.php,PENDING_REVIEW,queued for manual review
